mic0_pos_x,mic0_pos_y,mic0_pos_z,mic1_pos_x,mic1_pos_y,mic1_pos_z,mic2_pos_x,mic2_pos_y,mic2_pos_z,mic3_pos_x,mic3_pos_y,mic3_pos_z,mic4_pos_x,mic4_pos_y,mic4_pos_z,mic5_pos_x,mic5_pos_y,mic5_pos_z,mic6_pos_x,mic6_pos_y,mic6_pos_z,mic7_pos_x,mic7_pos_y,mic7_pos_z,config_id,fs_hz,room_dim_x,room_dim_y,room_dim_z,rt60_target_s,is_anechoic,source_pos_x,source_pos_y,source_pos_z,array_center_x_config,array_center_y_config,array_center_z_config,array_center_x_actual,array_center_y_actual,array_center_z_actual,array_orientation_axis,actual_dist_src_to_array_center_m,actual_azimuth_src_to_array_center_deg,num_mics_configured,num_mics_processed,mic_separation_m,rir_file_basename,snr_db,mic_pair,mic_pair_distance_m,tdoa_real_s,tdoa_method,tdoa_estimated_s,tdoa_error_s,tdoa_computation_time_s,doa_estimated_from_pair_deg,tdoa_method_for_avg_doa,doa_array_estimated_deg,doa_array_real_deg,doa_array_error_deg
2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,,,,,,,,,,,,,room5x5x5_anec_4mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,4,4,0.1,rir_room5x5x5_anec_4mics,0,0-1,0.1,-0.00019734625242470708,phat,-0.0002708333333333333,-7.348708090862624e-05,0.14723099999901024,-68.27301609854703,,,,
2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,,,,,,,,,,,,,room5x5x5_anec_4mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,4,4,0.1,rir_room5x5x5_anec_4mics,0,0-2,0.2,-0.00040345859811216335,phat,-0.0006041666666666667,-0.00020070806855450335,0.15014683400113427,-90.0,,,,
2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,,,,,,,,,,,,,room5x5x5_anec_4mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,4,4,0.1,rir_room5x5x5_anec_4mics,0,0-3,0.30000000000000004,-0.000617346522966982,phat,-0.0009166666666666666,-0.0002993201436996847,0.17091795799933607,-90.0,,,,
2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,,,,,,,,,,,,,room5x5x5_anec_4mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,4,4,0.1,rir_room5x5x5_anec_4mics,0,1-2,0.1,-0.00020611234568745628,phat,-0.0003125,-0.00010638765431254373,0.1452207920010551,-90.0,,,,
2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,,,,,,,,,,,,,room5x5x5_anec_4mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,4,4,0.1,rir_room5x5x5_anec_4mics,0,1-3,0.2,-0.0004200002705422749,phat,-0.000625,-0.0002049997294577251,0.13001808400076698,-90.0,,,,
2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,,,,,,,,,,,,,room5x5x5_anec_4mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,4,4,0.1,rir_room5x5x5_anec_4mics,0,2-3,0.1,-0.00021388792485481866,phat,-0.0003125,-9.861207514518135e-05,0.21324312499928055,-90.0,,,,
2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,,,,,,,,,,,,,room5x5x5_anec_4mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,4,4,0.1,rir_room5x5x5_anec_4mics,0,array_avg_adj_pairs,,,,,,,,phat,-82.75767203284902,-135.0,52.242327967150985
2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,,,,,,,,,,,,,room5x5x5_anec_4mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,4,4,0.1,rir_room5x5x5_anec_4mics,10,0-1,0.1,-0.00019734625242470708,phat,-0.0002708333333333333,-7.348708090862624e-05,0.14628670899946883,-68.27301609854703,,,,
2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,,,,,,,,,,,,,room5x5x5_anec_4mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,4,4,0.1,rir_room5x5x5_anec_4mics,10,0-2,0.2,-0.00040345859811216335,phat,-0.0005833333333333334,-0.00017987473522117003,0.14870679199884762,-90.0,,,,
2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,,,,,,,,,,,,,room5x5x5_anec_4mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,4,4,0.1,rir_room5x5x5_anec_4mics,10,0-3,0.30000000000000004,-0.000617346522966982,phat,-0.0009166666666666666,-0.0002993201436996847,0.16959666699949594,-90.0,,,,
2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,,,,,,,,,,,,,room5x5x5_anec_4mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,4,4,0.1,rir_room5x5x5_anec_4mics,10,1-2,0.1,-0.00020611234568745628,phat,-0.0003125,-0.00010638765431254373,0.15055012499942677,-90.0,,,,
2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,,,,,,,,,,,,,room5x5x5_anec_4mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,4,4,0.1,rir_room5x5x5_anec_4mics,10,1-3,0.2,-0.0004200002705422749,phat,-0.000625,-0.0002049997294577251,0.1322835840001062,-90.0,,,,
2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,,,,,,,,,,,,,room5x5x5_anec_4mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,4,4,0.1,rir_room5x5x5_anec_4mics,10,2-3,0.1,-0.00021388792485481866,phat,-0.0003125,-9.861207514518135e-05,0.2141573339995375,-90.0,,,,
2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,,,,,,,,,,,,,room5x5x5_anec_4mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,4,4,0.1,rir_room5x5x5_anec_4mics,10,array_avg_adj_pairs,,,,,,,,phat,-82.75767203284902,-135.0,52.242327967150985
2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,,,,,,,,,,,,,room5x5x5_anec_4mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,4,4,0.1,rir_room5x5x5_anec_4mics,20,0-1,0.1,-0.00019734625242470708,phat,-0.0002708333333333333,-7.348708090862624e-05,0.14380145799987076,-68.27301609854703,,,,
2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,,,,,,,,,,,,,room5x5x5_anec_4mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,4,4,0.1,rir_room5x5x5_anec_4mics,20,0-2,0.2,-0.00040345859811216335,phat,-0.0005833333333333334,-0.00017987473522117003,0.15289525000116555,-90.0,,,,
2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,,,,,,,,,,,,,room5x5x5_anec_4mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,4,4,0.1,rir_room5x5x5_anec_4mics,20,0-3,0.30000000000000004,-0.000617346522966982,phat,-0.0009166666666666666,-0.0002993201436996847,0.17059108300054504,-90.0,,,,
2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,,,,,,,,,,,,,room5x5x5_anec_4mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,4,4,0.1,rir_room5x5x5_anec_4mics,20,1-2,0.1,-0.00020611234568745628,phat,-0.0003125,-0.00010638765431254373,0.1439684169999964,-90.0,,,,
2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,,,,,,,,,,,,,room5x5x5_anec_4mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,4,4,0.1,rir_room5x5x5_anec_4mics,20,1-3,0.2,-0.0004200002705422749,phat,-0.000625,-0.0002049997294577251,0.1299002499999915,-90.0,,,,
2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,,,,,,,,,,,,,room5x5x5_anec_4mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,4,4,0.1,rir_room5x5x5_anec_4mics,20,2-3,0.1,-0.00021388792485481866,phat,-0.0003125,-9.861207514518135e-05,0.2103959579999355,-90.0,,,,
2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,,,,,,,,,,,,,room5x5x5_anec_4mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,4,4,0.1,rir_room5x5x5_anec_4mics,20,array_avg_adj_pairs,,,,,,,,phat,-82.75767203284902,-135.0,52.242327967150985
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,0-1,0.1,-0.00017635241773549873,phat,-0.0002708333333333333,-9.448091559783459e-05,0.1449815830001171,-68.27301609854703,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,0-2,0.2,-0.0003638204095036009,phat,-0.0005625,-0.00019867959049639906,0.14571779200014134,-74.7282706060363,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,0-3,0.30000000000000004,-0.0005611666619283079,phat,-0.0008333333333333334,-0.00027216667140502544,0.15125970899862295,-72.32192951701637,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,0-4,0.4,-0.0007672790076157642,phat,-0.0011458333333333333,-0.00037855432571756915,0.1453049589999864,-79.28128039383017,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,0-5,0.5,-0.0009811669324705828,phat,-0.0014583333333333334,-0.00047716640086275055,0.14631587500116439,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,0-6,0.6000000000000001,-0.0012019540492761733,phat,-0.0018125,-0.0006105459507238268,0.14387083400106349,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,0-7,0.7000000000000001,-0.001428868426675683,phat,-0.002125,-0.0006961315733243171,0.14411691699933726,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,1-2,0.1,-0.00018746799176810216,phat,-0.0002708333333333333,-8.336534156523116e-05,0.14534695799920883,-68.27301609854703,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,1-3,0.2,-0.00038481424419280924,phat,-0.0005625,-0.00017768575580719072,0.14427437499944062,-74.7282706060363,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,1-4,0.30000000000000004,-0.0005909265898802655,phat,-0.0008958333333333333,-0.00030490674345306785,0.20113991700054612,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,1-5,0.4,-0.0008048145147350841,phat,-0.0012083333333333334,-0.00040351881859824925,0.14497229199878348,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,1-6,0.5,-0.0010256016315406745,phat,-0.0015208333333333332,-0.0004952317017926588,0.14642162500058475,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,1-7,0.6000000000000001,-0.0012525160089401843,phat,-0.001875,-0.0006224839910598157,0.15738416699969093,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,2-3,0.1,-0.00019734625242470708,phat,-0.0002916666666666667,-9.432041424195961e-05,0.1491102089985361,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,2-4,0.2,-0.00040345859811216335,phat,-0.0006041666666666667,-0.00020070806855450335,0.14588508300039393,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,2-5,0.30000000000000004,-0.000617346522966982,phat,-0.0008958333333333333,-0.0002784868103663514,0.171264999999039,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,2-6,0.4,-0.0008381336397725724,phat,-0.00125,-0.00041186636022742763,0.14271629200084135,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,2-7,0.5,-0.0010650480171720822,phat,-0.0015833333333333333,-0.0005182853161612511,0.1418502919987077,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,3-4,0.1,-0.00020611234568745628,phat,-0.0003125,-0.00010638765431254373,0.14297479200104135,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,3-5,0.2,-0.0004200002705422749,phat,-0.000625,-0.0002049997294577251,0.12943920799989428,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,3-6,0.30000000000000004,-0.0006407873873478652,phat,-0.0009375,-0.0002967126126521347,0.14449341600084153,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,3-7,0.4,-0.000867701764747375,phat,-0.0012916666666666667,-0.0004239649019192916,0.15013341600024432,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,4-5,0.1,-0.00021388792485481866,phat,-0.0003125,-9.861207514518135e-05,0.21071300000039628,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,4-6,0.2,-0.00043467504166040904,phat,-0.0006458333333333333,-0.00021115829167292428,0.05013070799941488,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,4-7,0.30000000000000004,-0.0006615894190599188,phat,-0.001,-0.00033841058094008123,0.14667987500070012,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,5-6,0.1,-0.00022078711680559036,phat,-0.0003125,-9.171288319440965e-05,0.14347087500027556,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,5-7,0.2,-0.00044770149420510013,phat,-0.0006666666666666666,-0.00021896517246156651,0.14410283299912408,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,6-7,0.1,-0.00022691437739950974,phat,-0.0003333333333333333,-0.00010641895593382358,0.14462974999878497,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,0,array_avg_adj_pairs,,,,,,,,phat,-83.79229031387058,-135.0,51.20770968612942
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,10,0-1,0.1,-0.00017635241773549873,phat,-0.00025,-7.364758226450127e-05,0.15239337500133843,-59.037031290672296,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,10,0-2,0.2,-0.0003638204095036009,phat,-0.0005416666666666666,-0.00017784625716306575,0.14470366699970327,-68.27301609854703,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_anec_8mics,48000,5.0,5.0,5.0,0.05,True,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_anec_8mics,10,0-3,0.30000000000000004,-0.0005611666619283079,phat,-0.0008333333333333334,-0.00027216667140502544,0.14419162499871163,-72.32192951701637,,,,
